,categories,title,company_names,percentages,funding_amounts,days_left,n_supporters,likes,descriptions,durations,target_amounts
32,테크·가전,[3369%앵콜]음악과 속도에 심장이 뛰는 당신에게 클립쉬X맥라렌 콜라보,주식회사 씨제이에스,707%,"7,074,000원",11일 남음,31,33,"3369% 달성으로 다시 돌아온 70년 이상의 음향기술 역사와 극강의 편안함, 강력한 방진방수 기능을 입은 [클립쉬 X 맥라렌 콜라보 에디션]",2021.04.26-2021.05.10,"1,000,000원"
33,테크·가전,[5.0앵콜] 복부 지압 마사지 이제 집에서 받아요! 복부 전문 관리기,쉬안 주식회사,1990%,"19,907,800원",4일 남음,71,91,"이런 복부관리기는 없었다ㅣ건강의 기본은 장(腸), 20만원대로 4,500번의 손으로 누르는 맛을 집에서 직접 느껴보세요! 복부를 꾹꾹 눌러주는 쉬안 고급형 유, 무선 복부관리기",2021.04.20-2021.05.03,"1,000,000원"
34,테크·가전,1대로 4대 효과! 사각없는 720도 홈카메라 [라운드아이],(주)에이치디텔레콤,1554%,"15,545,000원",18일 남음,129,118,"2개의 어안렌즈로 상하360, 좌우360로 전체 720도가 촬영되는 홈카메라입니다. 사각없는 영상과 빠른 스크롤로 빠짐없이 영상을 확인하세요!",2021.04.24-2021.05.17,"1,000,000원"
35,테크·가전,[앵콜] 클래스가 남다른 더 클래스 양가죽 핸들커버 정성을 가득담아! ,주식회사 차바치,487%,"2,436,500원",1일 남음,75,53,"차바치가 직접 만든 인조가죽, 소가죽도 아닌 양가죽의 고퀄리티 핸들커버로 텐션이 좋은 부드러운 양가죽으로 인체에 무해하며, 핸들의 열전도율이 빠르며 그립감이 좋아 선물용으로도 굿!",2021.04.15-2021.04.30,"500,000원"
36,테크·가전,[앵콜] 이렇게 예쁜 컴퓨터 보셨어요? [프리미엄 알루미늄 PC케이스],크리프타(CRIFTA),115%,"576,000원",25일 남음,15,43,"책상 위의 공간을 더욱 빛나게 해주는 아름다운 컴퓨터, 특별한 당신을 위한 PC 케이스 GRID를 지금 만나보세요 !",2021.04.27-2021.05.24,"500,000원"
37,테크·가전,[74억펀딩]캠핑용부터 무선충전까지 가능한 'BLUETTI 파워스테이션',(주)스마트모빌리티센터,3781%,"37,813,000원",1일 남음,105,420,인디고고 74억 펀딩! 'BLUETTI 파워스테이션'이 드디어 한국에 입성하였습니다.,2021.04.07-2021.04.30,"1,000,000원"
38,테크·가전,작지만 강력한 파워뱅크 X 렉스웜 무선 캠핑온열매트,(주)라온글로벌,2345%,"11,726,000원",4일 남음,50,73,작지만 강력한 파워뱅크 X 렉스웜 무선 캠핑온열매트로 전기가 없는곳에서도 자유롭고 편리하게,2021.04.18-2021.05.03,"500,000원"
39,테크·가전,탄소나노발열체를 사용한 사계절용 DC온열매트 [게르마늄 모달V24],와플케어,1277%,"6,386,000원",11일 남음,37,77,[DC온열매트] 탄소나노발열체를 사용한 사계절 꿀잠매트~ 와플케어 게르마늄 V24를 소개합니다.,2021.04.16-2021.05.10,"500,000원"
40,테크·가전,1시간에 5cm 출력 괴물! 국산 초고속 레진 3D 프린터 | 폴라리스Z,마이쿠키디어,1253%,"62,685,000원",4일 남음,52,186,"격이 다른 퍼포먼스를 가진 국산 모노 LCD 고속 레진 프린터, 폴라리스Z를 소개합니다.",2021.04.10-2021.05.03,"5,000,000원"
41,테크·가전,[앵콜] 개인방송 어렵지 않아요! ASMR도 가능한 큐마이크,올포토,842%,"8,420,000원",1일 남음,85,110,[앵콜] 개인방송 어렵지 않아요! ASMR도 가능한 큐마이크,2021.04.15-2021.04.30,"1,000,000원"
42,테크·가전,멀리 뛰어봐야 엄마 손바닥 안! ※위치 추적기 iM 시리즈※,(주)지티에이컴,583%,"5,834,000원",11일 남음,62,82,"어디로 튈 지 몰라 늘 걱정인 우리 아이, 우리 반려견. 어디 있어도 GPS 위치 추적기 [iM 시리즈]가 찾아드릴게요.",2021.04.20-2021.05.10,"1,000,000원"
43,테크·가전,동시 3개 충전! 알아서 충전 위치까지 찾아주는 초텍 3in1 무선충전기,주식회사 샘빌,560%,"2,801,100원",18일 남음,64,96,"동시에 3개의 기기를 충전하세요, 3in1 충전! / 더 이상 충전 위치 찾지 마세요, 위치 잡아주는 충전! / 칙칙한 무선 충전기는 이제 그만, 펄~그린으로 충전!",2021.04.19-2021.05.17,"500,000원"
