,categories,title,company_names,percentages,funding_amounts,days_left,n_supporters,likes,descriptions,durations,target_amounts
54,반려동물,[뚱냥이 탈출] 본격 캣휠 대중화 프로젝트 _뽀떼,뽀떼,7740%,"154,804,000원",펀딩성공,726,619,"""퍼져있는 냥 위에 뛰는 냥이 있다!""",2018.06.14-2018.06.26,"2,000,000원"
55,반려동물,<3만 원 대 음수기> 소음도 가격거품도 없는 반려동물 세라믹 젤리냥수기,씨리얼,7653%,"76,532,800원",펀딩성공,"1,573",588,고양이 세라믹 제품은 비싸다는 편견을 깨고 싶었습니다. 필터도 소음도 가격 거품도 모두 빼고 '신선한 물을 마신다'는 음수의 본질에 집중한 <젤리냥수기>,2020.05.26-2020.06.08,"1,000,000원"
56,반려동물,40군데 바람으로 놀면서 말리는 새로운 드라이룸 - 펫스니즈 드라이룸!,멍멍닷컴,7628%,"38,140,600원",펀딩성공,598,439,"<기회는2주뿐>펫스니즈 드라이룸은 반려동물과 함께 생활하는   모두의 공통적인 고민! - 피하고만 싶은 목욕 후 드라이 시간, 걱정을 해결해 드리는 신개념 제품입니다.",2019.05.31-2019.06.16,"500,000원"
57,반려동물,[5.0앵콜] 고양이는 스크래쳐 말고 첨성대가 필요해!,주식회사 호아,7387%,"73,875,000원",펀딩성공,522,504,"넉넉한 높이와 크기, 넘어가지 않는 안전성, 익숙한 우리 문화재를 닮은 유려한 디자인에 스마트한 공간 활용까지. 고양이와 집사의 마음을 한꺼번에 사로잡는 가구, 첨성대 스크래쳐",2020.12.13-2021.01.11,"1,000,000원"
58,반려동물,매일 활동량 MAX 인공지능 고양이 장난감 스마트캣 매직박스,켈리홈데코,7386%,"36,931,600원",펀딩성공,"1,324",452,포포스 스마트캣 매직박스는 고양이들의 외로움을 달래주고 사람이 놀아주지 않아도 7개의 홀에서 깃털이 랜덤으로 나와 고양이들의 호기심과 사냥본능을 자극하는 전동 장난감입니다.,2021.01.29-2021.02.15,"500,000원"
59,반려동물,겨울 산책이 편해졌어요~! 이번 겨울에도 필수템 #우분트하네스패딩 ,우분트(UBUN'TU),6889%,"34,449,000원",펀딩성공,483,266,우분트 하네스패딩~! 안 입어본 댕댕이는 있어도 한 번만 입어본 댕댕이는 없다는 마성의 반려견 패딩을 만나보세요.,2020.10.26-2020.11.16,"500,000원"
60,반려동물,이제는 바꿔야 할 때. 고양이 건강 장려 프로젝트! 카펫스크래쳐하우스쇼파,RGU - Royal Guest Unique,6682%,"66,826,000원",펀딩성공,669,342,박박! 긁고 싶어도 맘 편히 긁을 수 없는,2018.11.26-2018.12.23,"1,000,000원"
61,반려동물,"고양이의 일상을 연결하다! 고양이 자동 화장실, 캣링크",위드유어펫,6553%,"196,618,000원",펀딩성공,652,559,화장실 앞에 홈캠 달지 마세요! 캣링크는 어플을 통해 외부에서도 화장실을 조작할 수 있고 여러 마리 고양이의 화장실 사용을 실시간으로 알려드릴게요!,2020.04.12-2020.05.04,"3,000,000원"
62,반려동물,"[마지막 앵콜] 2,000명의 서포터가 선택한 고양이 정수기, '펫맘워터",(주)아이오텍,6361%,"63,613,000원",펀딩성공,601,306,"2,000분이 넘는 서포터님들과 함께해온 펫맘워터의 마지막 앵콜펀딩! 기존 서포터님들이라면, 개선 필터와 실리콘 러버를 무료로 받아보세요!",2020.05.26-2020.06.15,"1,000,000원"
63,반려동물,고양이의 개인 공간! 가또블랑코의 신소재 하이엔드 캣폴,가또블랑코,6312%,"126,258,800원",펀딩성공,997,543,"기존 많은 캣폴들이 있으나 합리적이지 못했던 가격, 부실한 내구성으로 망설여졌던 집사님들, 수직영역 동물인 고양이들을 위해 저희 가또블랑코가 야심차게 준비했습니다.",2018.05.25-2018.06.15,"2,000,000원"
